utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,file,line_no,age_months,random_model_utterance_bin6,unigram_model_utterance_bin6,bigram_model_utterance_bin6,context_k1,context_k2,context_k3
11337,Becky,15,boing@o .,boing .,1,1,1,1,1,1,1,Becky/020501.cha,4020,29.033,under .,gloria .,doggie's .,he's going to bounce is he ?,very tall now isn't he ? he's going to bounce is he ?,oh . very tall now isn't he ? he's going to bounce is he ?
11338,Becky,15,what [* 0have] you done ?,what you done ?,3,4,3,4,3,3,3,Becky/020501.cha,4026,29.033,beef both damper ?,animal's crootst canal ?,designs shuffle potty ?,oh .,he's going to bounce is he ? oh .,very tall now isn't he ? he's going to bounce is he ? oh .
11339,Becky,15,because why ?,because why ?,2,2,3,4,3,3,2,Becky/020501.cha,4032,29.033,frigerator outta ?,snore jokes ?,jolly's pure ?,broken the tower .,oh . broken the tower .,he's going to bounce is he ? oh . broken the tower .
11340,Becky,15,what is this ?,what is this ?,3,3,3,3,3,3,3,Becky/020501.cha,4037,29.033,cos marie phew ?,seattle lock ax ?,tugboat jiggler john's ?,broken the tower .,oh . broken the tower .,he's going to bounce is he ? oh . broken the tower .
11341,Becky,15,this is my tower .,this is my tower .,4,4,5,5,5,5,4,Becky/020501.cha,4040,29.033,circles sniffs hyacinths city .,magnet ope rollers gabi's .,he'm perfume en pss .,broken the tower .,oh . broken the tower .,he's going to bounce is he ? oh . broken the tower .
11342,Becky,15,very tall .,very tall .,2,2,3,3,3,3,2,Becky/020501.cha,4043,29.033,mississippi calculator .,rubbish judith .,martens bleat .,broken the tower .,oh . broken the tower .,he's going to bounce is he ? oh . broken the tower .
11343,Becky,15,I can't do it .,I can't do it .,4,5,4,4,4,4,4,Becky/020501.cha,4049,29.033,ribbon tumbling kebobs sposta .,truck's muddy awa hahahahachoo .,goldiblocks livid open tele .,don't know if that'll work .,broken the tower . don't know if that'll work .,oh . broken the tower . don't know if that'll work .
11344,Becky,15,I can't do it .,I can't do it .,4,5,4,4,4,4,4,Becky/020501.cha,4052,29.033,roar dragons ladybird here's .,romeo pen guitars oly .,yaddy meg kip neptune .,don't know if that'll work .,broken the tower . don't know if that'll work .,oh . broken the tower . don't know if that'll work .
11345,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4055,29.033,.,.,.,don't know if that'll work .,broken the tower . don't know if that'll work .,oh . broken the tower . don't know if that'll work .
11346,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4059,29.033,.,.,.,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11347,Becky,15,eggs .,eggs .,1,1,1,1,1,1,1,Becky/020501.cha,4060,29.033,le .,grandmommy .,rettes .,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11348,Becky,15,this is my +...,this is my .,3,4,3,3,3,3,3,Becky/020501.cha,4063,29.033,greasy scissors tractor's +...,coins salted alphabits +...,ville hassy bup +...,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11349,Becky,15,I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/020501.cha,4066,29.033,tricky yours's bottle's .,round masher holidays .,pearls whisomes ia .,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11350,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4069,29.033,.,.,.,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11351,Becky,15,some eggs .,some eggs .,2,2,2,3,2,2,2,Becky/020501.cha,4070,29.033,baking toothache .,lucia giants .,crumbles grater .,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11352,Becky,15,those are eggs .,those are eggs .,3,3,3,4,3,3,3,Becky/020501.cha,4073,29.033,oy jigsaws pencils .,raiders friday light .,garage nice barks .,whoops .,don't know if that'll work . whoops .,broken the tower . don't know if that'll work . whoops .
11353,Becky,15,orange .,orange .,1,1,2,3,2,2,1,Becky/020501.cha,4085,29.033,third .,pretty .,anywhere .,and what's that yellow thing ?,oh . and what's that yellow thing ?,what's that red thing ? oh . and what's that yellow thing ?
11354,Becky,15,what is it ?,what is it ?,3,3,3,3,3,3,3,Becky/020501.cha,4094,29.033,fly la doughnut ?,towards buckets also ?,carpet man woman ?,it's not an orange .,no . it's not an orange .,and what's that yellow thing ? no . it's not an orange .
11355,Becky,15,mine .,mine .,1,1,1,2,1,1,1,Becky/020501.cha,4100,29.033,trong .,croquet .,pinks .,it's a lemon .,it's not an orange . it's a lemon .,no . it's not an orange . it's a lemon .
11356,Becky,15,it's mine .,it's mine .,2,3,2,3,2,2,2,Becky/020501.cha,4106,29.033,i ice .,cornerner hubbard .,disturbing croc .,do you like lemons ?,it's a lemon . do you like lemons ?,it's not an orange . it's a lemon . do you like lemons ?
11357,Becky,15,it's mine .,it's mine .,2,3,2,3,2,2,2,Becky/020501.cha,4112,29.033,george heinie .,betcha someone .,handkerchief lot's .,it's yours .,do you like lemons ? it's yours .,it's a lemon . do you like lemons ? it's yours .
11358,Becky,15,it's yours .,it's yours .,2,3,2,2,2,2,2,Becky/020501.cha,4118,29.033,john carpent .,rinse mommies .,potch policeman's .,is it yours ?,it's yours . is it yours ?,do you like lemons ? it's yours . is it yours ?
11359,Becky,15,mine [>] .,mine .,1,1,1,2,1,1,1,Becky/020501.cha,4124,29.033,did [>] .,freezin [>] .,poking [>] .,it's mine .,is it yours ? it's mine .,it's yours . is it yours ? it's mine .
11360,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4136,29.033,.,.,.,catch ?,can you catch ? catch ?,it's yours . can you catch ? catch ?
11361,Becky,15,Sukie's want [*] the ball .,Sukie's want the ball .,4,5,5,5,5,5,4,Becky/020501.cha,4137,29.033,runaway tummy cracker wombat .,twinsi oopsies joanne's brella .,lay gtalking bibi skyscrapers .,catch ?,can you catch ? catch ?,it's yours . can you catch ? catch ?
11362,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4140,29.033,.,.,.,catch ?,can you catch ? catch ?,it's yours . can you catch ? catch ?
11363,Becky,15,he's lick [*] my nose .,he's lick my nose .,4,5,4,5,4,4,4,Becky/020501.cha,4141,29.033,st sneezes eyebrow circle .,kinder belles capes salesman .,it'll gleason hairband corner's .,catch ?,can you catch ? catch ?,it's yours . can you catch ? catch ?
11364,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4147,29.033,.,.,.,he's licked your nose has he ?,catch ? he's licked your nose has he ?,can you catch ? catch ? he's licked your nose has he ?
11365,Becky,15,yes .,yes .,1,1,1,1,1,1,1,Becky/020501.cha,4151,29.033,its .,bicki .,tim's .,.,. .,he's licked your nose has he ? . .
11366,Becky,15,"really horrible , my nose .",really horrible my nose .,4,5,6,8,6,7,4,Becky/020501.cha,4154,29.033,tor byebye secret weird .,errol volca triceratops pees .,doobee mammals punchball singed .,.,. .,he's licked your nose has he ? . .
11367,Becky,15,it's xxx .,it's .,1,2,1,1,1,1,1,Becky/020501.cha,4160,29.033,loved .,private .,roo's .,it's horrible .,. it's horrible .,. . it's horrible .
11368,Becky,15,have some orange .,have some orange .,3,3,4,7,4,4,3,Becky/020501.cha,4171,29.033,pinch dancer reads .,pompoms tickled twit .,that'd missiles path .,I don't think I fancy Sukie licking my nose either .,yeah . I don't think I fancy Sukie licking my nose either .,it's horrible . yeah . I don't think I fancy Sukie licking my nose either .
11369,Becky,15,what done ?,what done ?,2,3,2,3,2,2,2,Becky/020501.cha,4180,29.033,speak bethany ?,sneakers air ?,title amorn ?,oh .,I don't think I fancy Sukie licking my nose either . oh .,yeah . I don't think I fancy Sukie licking my nose either . oh .
11370,Becky,15,I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/020501.cha,4186,29.033,declan peek salter .,donny endings pocketbooks .,cliffy andrew's spoiling .,what's he done ?,oh . what's he done ?,I don't think I fancy Sukie licking my nose either . oh . what's he done ?
11371,Becky,15,no .,no .,1,1,1,1,1,1,1,Becky/020501.cha,4192,29.033,gives .,drugstore .,doggie's .,you don't know what he's just done ?,what's he done ? you don't know what he's just done ?,oh . what's he done ? you don't know what he's just done ?
11372,Becky,15,yes .,yes .,1,1,1,1,1,1,1,Becky/020501.cha,4204,29.033,chipses .,nicks .,suppose .,he bit you didn't he ?,you do . he bit you didn't he ?,yes . you do . he bit you didn't he ?
11373,Becky,15,&-um xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4216,29.033,.,.,.,where's it gone ?,he's orange . where's it gone ?,or he'll do it again Becky . he's orange . where's it gone ?
11374,Becky,15,Sukie .,Sukie .,1,1,1,2,1,1,1,Becky/020501.cha,4217,29.033,pots .,stew .,rory .,where's it gone ?,he's orange . where's it gone ?,or he'll do it again Becky . he's orange . where's it gone ?
11375,Becky,15,I find the orange .,I find the orange .,4,4,5,6,5,5,4,Becky/020501.cha,4220,29.033,ponytail tasting motorbike radio .,fasten ups diandros kitten .,carnotaur cratch lipstick pitcher .,where's it gone ?,he's orange . where's it gone ?,or he'll do it again Becky . he's orange . where's it gone ?
11376,Becky,15,I got it .,I got it .,3,4,3,3,3,3,3,Becky/020501.cha,4223,29.033,clover hab dong .,slower pss phonecall .,chuffing cat's gooses .,where's it gone ?,he's orange . where's it gone ?,or he'll do it again Becky . he's orange . where's it gone ?
11377,Becky,15,orange .,orange .,1,1,2,3,2,2,1,Becky/020501.cha,4226,29.033,thumbkin .,kites .,trapper .,where's it gone ?,he's orange . where's it gone ?,or he'll do it again Becky . he's orange . where's it gone ?
11378,Becky,15,have gone .,have gone .,2,3,2,4,2,2,2,Becky/020501.cha,4230,29.033,cotton fox's .,frisky bread .,hotel gentlemen .,.,where's it gone ? .,he's orange . where's it gone ? .
11379,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4233,29.033,.,.,.,.,where's it gone ? .,he's orange . where's it gone ? .
11380,Becky,15,because why ?,because why ?,2,2,3,4,3,3,2,Becky/020501.cha,4243,29.033,hid jigsaws ?,world wringing ?,tumbling la's ?,bit me now .,oh . bit me now .,oh . oh . bit me now .
11381,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4246,29.033,.,.,.,bit me now .,oh . bit me now .,oh . oh . bit me now .
11382,Becky,15,xxx .,.,0,0,0,0,0,0,0,Becky/020501.cha,4267,29.033,.,.,.,he'll bite me .,I'm not finding it . he'll bite me .,no . I'm not finding it . he'll bite me .
11383,Becky,15,there we are .,there we are .,3,3,3,4,3,3,3,Becky/020501.cha,4271,29.033,william wednesday lines .,lands ferryboat loughborough .,giggle harmony curved .,there you go .,he'll bite me . there you go .,I'm not finding it . he'll bite me . there you go .
11384,Becky,15,Sukie .,Sukie .,1,1,1,2,1,1,1,Becky/020501.cha,4286,29.033,chestnut .,towtruck .,scratching .,I wouldn't go after him because he's not very happy now Becky .,no . I wouldn't go after him because he's not very happy now Becky .,I'm covered in cat hairs now . no . I wouldn't go after him because he's not very happy now Becky .
11385,Becky,15,Sukie .,Sukie .,1,1,1,2,1,1,1,Becky/020501.cha,4289,29.033,chloe's .,nough .,hairstyle .,I wouldn't go after him because he's not very happy now Becky .,no . I wouldn't go after him because he's not very happy now Becky .,I'm covered in cat hairs now . no . I wouldn't go after him because he's not very happy now Becky .
11386,Becky,16,my piggy .,my piggy .,2,2,3,3,3,3,2,Becky/020508.cha,23,29.267,neddy injections .,yogi tortoise .,rolf scrumptious .,not there now .,not there now .,not there now .
11387,Becky,16,yes .,yes .,1,1,1,1,1,1,1,Becky/020508.cha,29,29.267,baloo .,contest .,clipped .,got your piggy ?,not there now . got your piggy ?,not there now . got your piggy ?
11388,Becky,16,I can't find him .,I can't find him .,4,5,4,4,4,4,4,Becky/020508.cha,38,29.267,ro anything plums they're .,fires sha carol pucilia .,absurd tryin spray rufford .,where is your piggy ?,yeah . where is your piggy ?,got your piggy ? yeah . where is your piggy ?
11389,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,44,29.267,sent .,kill .,done .,have we lost him Becky ?,where is your piggy ? have we lost him Becky ?,yeah . where is your piggy ? have we lost him Becky ?
11390,Becky,16,lost him .,lost him .,2,3,2,2,2,2,2,Becky/020508.cha,47,29.267,hides andy .,calendar supercalif .,regular pawprint .,have we lost him Becky ?,where is your piggy ? have we lost him Becky ?,yeah . where is your piggy ? have we lost him Becky ?
11391,Becky,16,can't find him .,can't find him .,3,4,3,3,3,3,3,Becky/020508.cha,62,29.267,grader goat psst .,neenaw tunnel trolley .,pod veterinarian bouncy .,I don't know where your piggy is Becky .,that's strange . I don't know where your piggy is Becky .,oh . that's strange . I don't know where your piggy is Becky .
11392,Becky,16,I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/020508.cha,71,29.267,back pardon tantrum .,banana's lisa talented .,smiled sets signed .,you haven't moved him have you ?,because . you haven't moved him have you ?,I don't know where your piggy is Becky . because . you haven't moved him have you ?
11393,Becky,16,no [<] .,no .,1,1,1,1,1,1,1,Becky/020508.cha,93,29.267,racing [<] .,peanuts [<] .,tomatos [<] .,Becky ?,shall I help you ? Becky ?,her favorite card . shall I help you ? Becky ?
11394,Becky,16,it is from Adam .,it is from Adam .,4,4,5,5,5,5,4,Becky/020508.cha,96,29.267,flags me's pram chick .,sloumi dandelion milk longers .,babysitter jammydodger bity tahini's .,Becky ?,shall I help you ? Becky ?,her favorite card . shall I help you ? Becky ?
11395,Becky,16,yes .,yes .,1,1,1,1,1,1,1,Becky/020508.cha,111,29.267,slips .,eighth .,ush .,would you like me to help you ?,the piggy card is . would you like me to help you ?,yes . the piggy card is . would you like me to help you ?
11396,Becky,16,oh .,oh .,1,1,1,1,1,1,1,Becky/020508.cha,117,29.267,queen .,remembered .,tickles .,would you like me to help you ?,the piggy card is . would you like me to help you ?,yes . the piggy card is . would you like me to help you ?
11397,Becky,16,oh xxx .,oh .,1,1,1,1,1,1,1,Becky/020508.cha,120,29.267,theys .,mowing .,putter .,would you like me to help you ?,the piggy card is . would you like me to help you ?,yes . the piggy card is . would you like me to help you ?
11398,Becky,16,where's xxx .,where's .,1,2,2,2,2,2,1,Becky/020508.cha,126,29.267,none .,spocket .,radio .,would you like me to help you ?,the piggy card is . would you like me to help you ?,yes . the piggy card is . would you like me to help you ?
11399,Becky,16,I don't know .,I don't know .,3,4,3,3,3,3,3,Becky/020508.cha,132,29.267,soul towbar told .,ink tistahini blast .,sandra's margarine abcs .,what's that ?,would you like me to help you ? what's that ?,the piggy card is . would you like me to help you ? what's that ?
11400,Becky,16,look .,look .,1,1,1,1,1,1,1,Becky/020508.cha,135,29.267,bleep .,mine's .,sunset .,what's that ?,would you like me to help you ? what's that ?,the piggy card is . would you like me to help you ? what's that ?
11401,Becky,16,xxx .,.,0,0,0,0,0,0,0,Becky/020508.cha,141,29.267,.,.,.,what is it ?,what's that ? what is it ?,would you like me to help you ? what's that ? what is it ?
11402,Becky,16,don't know .,don't know .,2,3,2,2,2,2,2,Becky/020508.cha,148,29.267,rascal night .,racer fable .,tapping sprinklers .,what does it say ?,what's that ? what does it say ?,what is it ? what's that ? what does it say ?
11403,Becky,16,where's Julian ?,where's Julian ?,2,3,4,4,4,4,2,Becky/020508.cha,166,29.267,nest pram ?,bulbs cash ?,merm before ?,isn't that nice ?,and Julian . isn't that nice ?,to Judith and Becky thanks for all your help Caroline . and Julian . isn't that nice ?
11404,Becky,16,xxx .,.,0,0,0,0,0,0,0,Becky/020508.cha,169,29.267,.,.,.,isn't that nice ?,and Julian . isn't that nice ?,to Judith and Becky thanks for all your help Caroline . and Julian . isn't that nice ?
11405,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,173,29.267,gligs .,op .,size .,Julian ?,isn't that nice ? Julian ?,and Julian . isn't that nice ? Julian ?
11406,Becky,16,that's Julian there .,that's Julian there .,3,4,4,5,4,4,3,Becky/020508.cha,179,29.267,pic flat snore .,bendie mcdonald's chacha .,tanks gull sl .,that's who Caroline works for .,Julian ? that's who Caroline works for .,isn't that nice ? Julian ? that's who Caroline works for .
11407,Becky,16,mhm .,mhm .,1,1,1,1,1,1,1,Becky/020508.cha,204,29.267,plenty .,whisker .,waitin .,do you wanna open this now ?,the one with the rosy cheeks ? do you wanna open this now ?,I see . the one with the rosy cheeks ? do you wanna open this now ?
11408,Becky,16,what's this called ?,what's this called ?,3,5,4,4,4,4,3,Becky/020508.cha,207,29.267,celery penis hamster ?,scribbling spot desk ?,measuring hatty chickie ?,do you wanna open this now ?,the one with the rosy cheeks ? do you wanna open this now ?,I see . the one with the rosy cheeks ? do you wanna open this now ?
11409,Becky,16,mhm .,mhm .,1,1,1,1,1,1,1,Becky/020508.cha,219,29.267,bulls .,bark .,he'm .,Winnie_the_Pooh .,do you wanna open this now ? Winnie_the_Pooh .,the one with the rosy cheeks ? do you wanna open this now ? Winnie_the_Pooh .
11410,Becky,16,mhm .,mhm .,1,1,1,1,1,1,1,Becky/020508.cha,225,29.267,teletubbies .,drumstick .,earth .,isn't that nice ?,Winnie_the_Pooh . isn't that nice ?,do you wanna open this now ? Winnie_the_Pooh . isn't that nice ?
11411,Becky,16,I have a look ?,I have a look ?,4,4,4,5,4,4,4,Becky/020508.cha,255,29.267,score ther boing position ?,danced diohbeeding jenny's cept ?,pavarotti vanilla why's wriggly ?,it's got stickers in it that has Becky .,it's sticker activity numbers . it's got stickers in it that has Becky .,let's have a look . it's sticker activity numbers . it's got stickers in it that has Becky .
11412,Becky,16,oh .,oh .,1,1,1,1,1,1,1,Becky/020508.cha,270,29.267,flying .,hisself .,cherry .,go on .,yes . go on .,you can have a look . yes . go on .
11413,Becky,16,oh .,oh .,1,1,1,1,1,1,1,Becky/020508.cha,273,29.267,vacuuming .,ree .,abe .,go on .,yes . go on .,you can have a look . yes . go on .
11414,Becky,16,xxx .,.,0,0,0,0,0,0,0,Becky/020508.cha,276,29.267,.,.,.,go on .,yes . go on .,you can have a look . yes . go on .
11415,Becky,16,xxx .,.,0,0,0,0,0,0,0,Becky/020508.cha,280,29.267,.,.,.,pardon ?,go on . pardon ?,yes . go on . pardon ?
11416,Becky,16,have a look .,have a look .,3,3,3,4,3,3,3,Becky/020508.cha,281,29.267,harmouth blown devil .,digs peppers seat .,awful knickers wobble .,pardon ?,go on . pardon ?,yes . go on . pardon ?
11417,Becky,16,isn't that nice ?,isn't that nice ?,3,4,3,4,3,3,3,Becky/020508.cha,287,29.267,clip should've hanukkah ?,ross's pep der ?,pope behin beater ?,isn't that nice ?,pardon ? isn't that nice ?,go on . pardon ? isn't that nice ?
11418,Becky,16,where's stickers ?,where's stickers ?,2,3,4,4,4,4,2,Becky/020508.cha,290,29.267,hedgehogs de ?,ships gerbils ?,describe meghan ?,isn't that nice ?,pardon ? isn't that nice ?,go on . pardon ? isn't that nice ?
11419,Becky,16,where's stickers .,where's stickers .,2,3,4,4,4,4,2,Becky/020508.cha,296,29.267,clip jones .,baggie zigzagging .,rudolph hit .,well .,isn't that nice ? well .,pardon ? isn't that nice ? well .
11420,Becky,16,where's the middle .,where's the middle .,3,4,4,5,4,5,3,Becky/020508.cha,305,29.267,sweethearts pushed babe .,bridget's frogs ego .,liked wanders p .,let's see if we can find them .,I think they're probably in the middle . let's see if we can find them .,well . I think they're probably in the middle . let's see if we can find them .
11421,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,314,29.267,pets .,spurs .,zoom .,do you wanna do one ?,they're here look . do you wanna do one ?,let's see if we can find them . they're here look . do you wanna do one ?
11422,Becky,16,a rabbit .,a rabbit .,2,2,3,3,3,3,2,Becky/020508.cha,323,29.267,ha caroline .,blueberry's slides .,pider snores .,rabbit .,let's do the first one . rabbit .,do you wanna do one ? let's do the first one . rabbit .
11423,Becky,16,don't know .,don't know .,2,3,2,2,2,2,2,Becky/020508.cha,329,29.267,hattie doctor .,ohs kip .,ethan crocodile .,and what do you think a rabbit rabbit eats ?,rabbit . and what do you think a rabbit rabbit eats ?,let's do the first one . rabbit . and what do you think a rabbit rabbit eats ?
11424,Becky,16,a &-um [/] a carrot .,a a carrot .,3,3,4,4,4,4,3,Becky/020508.cha,338,29.267,bubbles snack towards .,mump corner's talked .,backward sweepie measurer .,what does this look a bit like ?,well . what does this look a bit like ?,and what do you think a rabbit rabbit eats ? well . what does this look a bit like ?
11425,Becky,16,I can't see carrot .,I can't see carrot .,4,5,5,5,5,5,4,Becky/020508.cha,353,29.267,checker chain tripped run .,scales rub brother biz .,cartwheels mailbag disgusting yoohoo .,can you see a carrot ?,so let's have a look . can you see a carrot ?,now you hafta look in the middle and see if you can find a picture of a carrot . so let's have a look . can you see a carrot ?
11426,Becky,16,no .,no .,1,1,1,1,1,1,1,Becky/020508.cha,359,29.267,soggy .,ba .,trolleys .,can't you ?,can you see a carrot ? can't you ?,so let's have a look . can you see a carrot ? can't you ?
11427,Becky,16,there .,there .,1,1,1,2,1,1,1,Becky/020508.cha,368,29.267,rule .,broomstick .,bri .,you'll hafta look a bit harder .,well . you'll hafta look a bit harder .,can't you ? well . you'll hafta look a bit harder .
11428,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,380,29.267,bouncing .,barnes .,bib .,shall we take the sticker off ?,so you hafta get the sticker . shall we take the sticker off ?,that's right . so you hafta get the sticker . shall we take the sticker off ?
11429,Becky,16,yes .,yes .,1,1,1,1,1,1,1,Becky/020508.cha,392,29.267,fur .,newquay .,failing .,is it all sticky ?,you hold on to there . is it all sticky ?,there's the carrot sticker . you hold on to there . is it all sticky ?
11430,Becky,16,mhm .,mhm .,1,1,1,1,1,1,1,Becky/020508.cha,413,29.267,moisture .,growls .,burro .,there .,that's it . there .,so_that it matches up . that's it . there .
11431,Becky,16,he's eating carrot .,he's eating carrot .,3,4,5,5,5,5,3,Becky/020508.cha,419,29.267,matey too pooey .,whoopsies gin gtalking .,germ ey otter .,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11432,Becky,16,now .,now .,1,1,1,1,1,1,1,Becky/020508.cha,422,29.267,cousin .,gus .,shoemaker .,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11433,Becky,16,that's [/] that's there .,that's that's there .,3,3,3,4,3,3,3,Becky/020508.cha,425,29.267,riding crawling called .,envelope shame fell .,paintbrush said blup .,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11434,Becky,16,that's +...,that's .,1,3,1,1,1,1,1,Becky/020508.cha,428,29.267,petra +...,cheeseburger +...,georgie +...,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11435,Becky,16,there .,there .,1,1,1,2,1,1,1,Becky/020508.cha,431,29.267,bambi .,pirates .,snowmen .,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11436,Becky,16,going find anothers@n .,going find .,2,4,2,2,2,2,2,Becky/020508.cha,434,29.267,tangled bought .,stella's cube .,strong pip .,what's he eating ?,there . what's he eating ?,that's it . there . what's he eating ?
11437,Becky,16,a mouse .,a mouse .,2,2,2,3,2,2,2,Becky/020508.cha,440,29.267,polling ted .,torch grannys .,uncomfortable lowly .,which one do you wanna do now ?,what's he eating ? which one do you wanna do now ?,there . what's he eating ? which one do you wanna do now ?
11438,Becky,16,I just find a mouse .,I just find a mouse .,5,5,5,6,5,5,5,Becky/020508.cha,443,29.267,laughing dan nut kettle rosie .,filling littler lights tail's daniel's .,having foh zuper idge arm's .,which one do you wanna do now ?,what's he eating ? which one do you wanna do now ?,there . what's he eating ? which one do you wanna do now ?
11439,Becky,16,okay ?,okay ?,1,1,2,2,3,2,1,Becky/020508.cha,446,29.267,grape ?,tock ?,god ?,which one do you wanna do now ?,what's he eating ? which one do you wanna do now ?,there . what's he eating ? which one do you wanna do now ?
11440,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,467,29.267,boko's .,sleeps .,puffins .,can you look for some cheese ?,so do you think you might look . can you look for some cheese ?,it says which mouse finds cheese ? so do you think you might look . can you look for some cheese ?
11441,Becky,16,cheese .,cheese .,1,1,1,2,1,1,1,Becky/020508.cha,472,29.267,neckla .,motorbike .,squash .,can you look for some cheese ?,so do you think you might look . can you look for some cheese ?,it says which mouse finds cheese ? so do you think you might look . can you look for some cheese ?
11442,Becky,16,I can't see cheese .,I can't see cheese .,4,5,4,5,4,4,4,Becky/020508.cha,478,29.267,pub biggest christmas wheelbarrow .,ter frown helps cuddle .,po public dial london .,now then .,can you look for some cheese ? now then .,so do you think you might look . can you look for some cheese ? now then .
11443,Becky,16,no .,no .,1,1,1,1,1,1,1,Becky/020508.cha,484,29.267,haven't .,merican .,bubble .,can't you ?,now then . can't you ?,can you look for some cheese ? now then . can't you ?
11444,Becky,16,this page .,this page .,2,2,2,3,2,2,2,Becky/020508.cha,490,29.267,el parrot .,dere thirtys .,treacle cupboard .,maybe you should look on this page .,can't you ? maybe you should look on this page .,now then . can't you ? maybe you should look on this page .
11445,Becky,16,there's cheese .,there's cheese .,2,3,3,4,3,3,2,Becky/020508.cha,493,29.267,cardinal folding .,soft leave .,beige mara .,maybe you should look on this page .,can't you ? maybe you should look on this page .,now then . can't you ? maybe you should look on this page .
11446,Becky,16,I can't find it .,I can't find it .,4,5,4,4,4,4,4,Becky/020508.cha,514,29.267,nay cayou starbucks eat .,throwups snowflakes bomb paperclip .,whoops crumbles ghetti gasoline .,where do you think you should put it ?,right . where do you think you should put it ?,yeah ? right . where do you think you should put it ?
11447,Becky,16,it does .,it does .,2,2,2,2,2,2,2,Becky/020508.cha,523,29.267,mamaka brumm's .,cuck tonto's .,hair cinema .,it goes there .,what_about here look . it goes there .,where do you think you should put it ? what_about here look . it goes there .
11448,Becky,16,yeah .,yeah .,1,1,1,1,1,1,1,Becky/020508.cha,529,29.267,mama's .,whirly .,beep .,it does doesn't it ?,it goes there . it does doesn't it ?,what_about here look . it goes there . it does doesn't it ?
11449,Becky,16,got socks .,got socks .,2,3,2,2,2,2,2,Becky/020508.cha,535,29.267,want smiling .,oat skates .,gie winken .,and what have the other mice got ?,it does doesn't it ? and what have the other mice got ?,it goes there . it does doesn't it ? and what have the other mice got ?
11450,Becky,16,I [* 0have] gotta find socks .,I gotta find socks .,4,4,5,5,5,5,4,Becky/020508.cha,541,29.267,timmy pine goldfish pression .,chair bently alike verything .,ttack bodys titch boing .,socks .,and what have the other mice got ? socks .,it does doesn't it ? and what have the other mice got ? socks .
11451,Becky,16,okay ?,okay ?,1,1,2,2,3,2,1,Becky/020508.cha,544,29.267,manuela's ?,describe ?,flewed ?,socks .,and what have the other mice got ? socks .,it does doesn't it ? and what have the other mice got ? socks .
11452,Becky,16,I can't see socks .,I can't see socks .,4,5,4,4,4,4,4,Becky/020508.cha,547,29.267,chucky nancy frost dustbin .,scoot trout soldiers thornberries .,michaela kipper shimmy jolly .,socks .,and what have the other mice got ? socks .,it does doesn't it ? and what have the other mice got ? socks .
11453,Becky,16,no .,no .,1,1,1,1,1,1,1,Becky/020508.cha,553,29.267,dirt .,wri .,growed .,can't see any socks ?,socks . can't see any socks ?,and what have the other mice got ? socks . can't see any socks ?
11454,Becky,16,those are socks there .,those are socks there .,4,4,4,6,4,4,4,Becky/020508.cha,562,29.267,potty caves chatty fur .,rockin juggling gil's diandra .,fessor petticoats rifles minny .,none at all ?,what ? none at all ?,can't see any socks ? what ? none at all ?
11455,Becky,16,those .,those .,1,1,1,2,1,1,1,Becky/020508.cha,571,29.267,childrens .,nuns .,oken .,they're not socks .,no . they're not socks .,none at all ? no . they're not socks .
